case_id,start_time,end_time,Activity,Activity_id,case_variant,processing_time,relative_start_time,relative_end_time,waiting_time
1022,2020-05-29 02:31:00,2020-05-29 03:11:00, Register Claim,48521,6360821293776510000,40.0,0.0,40.0,0.0
1022,2020-05-29 10:05:00,2020-05-29 10:16:00, Quick Assessment,41677,6360821293776510000,11.0,454.0,465.0,414.0
1022,2020-06-09 20:52:00,2020-06-09 21:23:00, Finalize Assessment,18081,6360821293776510000,31.0,16941.000000000004,16972.000000000004,16476.000000000004
1023,2020-05-29 04:29:00,2020-05-29 04:57:00, Register Claim,48521,6262482030788783190,28.0,0.0,28.0,0.0
1023,2020-05-29 16:50:00,2020-05-29 16:58:00, Analyze Claim,16061,6262482030788783190,8.0,741.0,749.0,713.0
103,2020-01-13 13:56:00,2020-01-13 14:07:00, Register Claim,48521,-4150520213904920007,11.0,0.0,11.0,0.0
103,2020-01-14 13:05:00,2020-01-14 13:10:00, Analyze Claim,16061,-4150520213904920007,5.0,1389.0,1394.0,1378.0
103,2020-01-14 13:14:00,2020-01-14 13:16:00, Assess Claim,55607,-4150520213904920007,2.0,1398.0,1400.0,4.0
103,2020-01-14 18:54:00,2020-01-14 19:13:00, Finalize Assessment,18081,-4150520213904920007,19.0,1738.0,1757.0,338.0
103,2020-01-16 06:16:00,2020-01-16 06:16:00, Approve Assessment,14038,-4150520213904920007,0.0,3860.0000000000005,3860.0000000000005,2103.0000000000005
103,2020-01-16 11:26:00,2020-01-16 21:30:00, Prepare Claim Settlement,31020,-4150520213904920007,604.0,4170.0,4774.0,309.99999999999955
103,2020-01-19 18:57:00,2020-01-19 18:58:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,8941.0,8942.0,4167.0
103,2020-01-20 12:11:00,2020-01-20 12:11:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,9975.0,9975.0,1033.0
1031,2020-05-30 16:38:00,2020-05-30 16:57:00, Register Claim,48521,790337521760341813,19.0,0.0,19.0,0.0
1031,2020-05-30 17:56:00,2020-05-30 18:02:00, Quick Assessment,41677,790337521760341813,6.0,78.0,84.0,59.0
1031,2020-06-01 03:20:00,2020-06-01 03:37:00, Finalize Assessment,18081,790337521760341813,17.0,2082.0,2099.0,1998.0
1031,2020-06-02 03:36:00,2020-06-02 03:36:00, Approve Assessment,14038,790337521760341813,0.0,3538.0,3538.0,1439.0
1031,2020-06-02 08:01:00,2020-06-02 17:17:00, Prepare Claim Settlement,31020,790337521760341813,556.0,3803.0,4359.0,265.0
1031,2020-06-08 13:25:00,2020-06-08 13:26:00, Approve Claim Settlement,30076,790337521760341813,1.0,12767.0,12768.0,8408.0
1031,2020-06-12 19:06:00,2020-06-12 19:06:00, Execute Claim Settlement,51195,790337521760341813,0.0,18868.0,18868.0,6100.0
1035,2020-05-31 12:37:00,2020-05-31 12:55:00, Register Claim,48521,3523855043963947209,18.0,0.0,18.0,0.0
1035,2020-06-01 01:46:00,2020-06-01 01:53:00, Analyze Claim,16061,3523855043963947209,7.0,789.0,796.0,771.0
1035,2020-06-01 02:00:00,2020-06-01 02:03:00, Assess Claim,55607,3523855043963947209,3.0,803.0,806.0,7.0
1035,2020-06-03 04:54:00,2020-06-03 05:14:00, Finalize Assessment,18081,3523855043963947209,20.0,3857.0,3877.0,3051.0
1035,2020-06-04 09:57:00,2020-06-04 09:57:00, Approve Assessment,14038,3523855043963947209,0.0,5600.0,5600.0,1723.0
1035,2020-06-04 16:31:00,2020-06-04 20:28:00, Prepare Claim Settlement,31020,3523855043963947209,237.0,5994.0,6231.0,394.0
104,2020-01-13 15:07:00,2020-01-13 15:22:00, Register Claim,48521,1026770997902703327,15.0,0.0,15.0,0.0
104,2020-01-14 12:42:00,2020-01-14 12:46:00, Analyze Claim,16061,1026770997902703327,4.0,1295.0,1299.0,1280.0
104,2020-01-14 12:51:00,2020-01-14 12:52:00, Assess Claim,55607,1026770997902703327,1.0,1304.0,1305.0,5.0
104,2020-01-17 01:54:00,2020-01-17 02:22:00, Finalize Assessment,18081,1026770997902703327,28.0,4967.0,4995.0,3662.0
1041,2020-06-01 13:47:00,2020-06-01 13:54:00, Register Claim,48521,6561366289027288096,7.0,0.0,7.0,0.0
1041,2020-06-01 17:06:00,2020-06-01 17:10:00, Quick Assessment,41677,6561366289027288096,4.0,199.0,203.0,192.0
1041,2020-06-03 15:49:00,2020-06-03 16:06:00, Finalize Assessment,18081,6561366289027288096,17.0,3002.0,3019.0,2799.0
1041,2020-06-03 16:58:00,2020-06-03 17:07:00, Amend Assessment,31535,6561366289027288096,9.0,3071.0,3080.0,52.0
1041,2020-06-07 00:16:00,2020-06-07 00:35:00, Finalize Assessment,18081,6561366289027288096,19.0,7829.0,7848.0,4749.0
1047,2020-06-02 10:49:00,2020-06-02 11:16:00, Register Claim,48521,1026770997902703327,27.0,0.0,27.0,0.0
1047,2020-06-03 00:05:00,2020-06-03 00:11:00, Analyze Claim,16061,1026770997902703327,6.0,796.0,802.0,769.0
1047,2020-06-03 00:18:00,2020-06-03 00:20:00, Assess Claim,55607,1026770997902703327,2.0,809.0,811.0,7.0
1047,2020-06-08 04:41:00,2020-06-08 05:11:00, Finalize Assessment,18081,1026770997902703327,30.0,8272.0,8302.0,7461.0
1057,2020-06-03 17:21:00,2020-06-03 17:48:00, Register Claim,48521,6262482030788783190,27.0,0.0,27.0,0.0
1057,2020-06-04 04:53:00,2020-06-04 04:57:00, Analyze Claim,16061,6262482030788783190,4.0,692.0,696.0,665.0
106,2020-01-13 17:11:00,2020-01-13 17:18:00, Register Claim,48521,-8394059200801774618,7.0,0.0,7.0,0.0
106,2020-01-14 16:03:00,2020-01-14 16:08:00, Analyze Claim,16061,-8394059200801774618,5.0,1372.0,1377.0,1365.0
106,2020-01-14 16:13:00,2020-01-14 16:14:00, Assess Claim,55607,-8394059200801774618,1.0,1382.0,1383.0,5.0
106,2020-01-15 02:57:00,2020-01-15 03:15:00, Finalize Assessment,18081,-8394059200801774618,18.0,2026.0,2044.0,643.0
106,2020-01-15 03:59:00,2020-01-15 04:07:00, Amend Assessment,31535,-8394059200801774618,8.0,2088.0,2096.0,44.0
106,2020-01-16 22:33:00,2020-01-16 22:56:00, Finalize Assessment,18081,-8394059200801774618,23.0,4642.0,4665.0,2546.0
107,2020-01-13 20:04:00,2020-01-13 20:55:00, Register Claim,48521,-4150520213904920007,51.0,0.0,51.0,0.0
107,2020-01-14 07:17:00,2020-01-14 07:24:00, Analyze Claim,16061,-4150520213904920007,7.0,673.0,680.0,622.0
107,2020-01-14 07:29:00,2020-01-14 07:31:00, Assess Claim,55607,-4150520213904920007,2.0,685.0,687.0,5.0
107,2020-01-16 22:29:00,2020-01-16 23:03:00, Finalize Assessment,18081,-4150520213904920007,34.0,4465.0,4499.0,3778.0
107,2020-01-19 23:44:00,2020-01-19 23:44:00, Approve Assessment,14038,-4150520213904920007,0.0,8860.0,8860.0,4361.0
107,2020-01-20 02:21:00,2020-01-20 09:28:00, Prepare Claim Settlement,31020,-4150520213904920007,427.0,9017.0,9444.0,157.0
107,2020-01-23 16:34:00,2020-01-23 16:35:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,14190.0,14191.0,4746.0
107,2020-01-24 10:20:00,2020-01-24 10:20:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,15256.0,15256.0,1065.0
1079,2020-06-05 22:41:00,2020-06-05 22:55:00, Register Claim,48521,1026770997902703327,14.0,0.0,14.0,0.0
1079,2020-06-06 19:37:00,2020-06-06 19:44:00, Analyze Claim,16061,1026770997902703327,7.0,1256.0,1263.0,1242.0
1079,2020-06-06 19:49:00,2020-06-06 19:52:00, Assess Claim,55607,1026770997902703327,3.0,1268.0,1271.0,5.0
1079,2020-06-09 22:15:00,2020-06-09 22:39:00, Finalize Assessment,18081,1026770997902703327,24.0,5734.0,5758.0,4463.0
1080,2020-06-05 23:24:00,2020-06-05 23:38:00, Register Claim,48521,-4150520213904920007,14.0,0.0,14.0,0.0
1080,2020-06-06 19:27:00,2020-06-06 19:36:00, Analyze Claim,16061,-4150520213904920007,9.0,1203.0,1212.0,1189.0
1080,2020-06-06 19:41:00,2020-06-06 19:43:00, Assess Claim,55607,-4150520213904920007,2.0,1217.0,1219.0,5.0
1080,2020-06-07 09:41:00,2020-06-07 09:52:00, Finalize Assessment,18081,-4150520213904920007,11.0,2057.0,2068.0,838.0
1080,2020-06-09 00:17:00,2020-06-09 00:17:00, Approve Assessment,14038,-4150520213904920007,0.0,4373.0,4373.0,2305.0
1080,2020-06-09 04:20:00,2020-06-09 16:37:00, Prepare Claim Settlement,31020,-4150520213904920007,737.0,4616.0,5353.0,243.0
1080,2020-06-17 08:19:00,2020-06-17 08:20:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,16375.0,16376.0,11022.0
1080,2020-06-19 23:15:00,2020-06-19 23:15:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,20151.0,20151.0,3775.0
1085,2020-06-06 21:24:00,2020-06-06 22:19:00, Register Claim,48521,6360821293776510000,55.0,0.0,55.0,0.0
1085,2020-06-07 03:06:00,2020-06-07 03:21:00, Quick Assessment,41677,6360821293776510000,15.0,342.0,357.0,287.0
1085,2020-06-09 04:05:00,2020-06-09 04:22:00, Finalize Assessment,18081,6360821293776510000,17.0,3281.0,3298.0,2924.0
109,2020-01-13 20:50:00,2020-01-13 20:56:00, Register Claim,48521,6262482030788783190,6.0,0.0,6.0,0.0
109,2020-01-14 20:24:00,2020-01-14 20:32:00, Analyze Claim,16061,6262482030788783190,8.0,1414.0,1422.0,1408.0
1094,2020-06-08 01:36:00,2020-06-08 01:55:00, Register Claim,48521,1026770997902703327,19.0,0.0,19.0,0.0
1094,2020-06-09 00:30:00,2020-06-09 00:35:00, Analyze Claim,16061,1026770997902703327,5.0,1374.0,1379.0,1355.0
1094,2020-06-09 00:40:00,2020-06-09 00:43:00, Assess Claim,55607,1026770997902703327,3.0,1384.0,1387.0,5.0
1094,2020-06-14 11:27:00,2020-06-14 11:43:00, Finalize Assessment,18081,1026770997902703327,16.0,9231.0,9247.0,7844.0
11,2020-01-02 05:12:00,2020-01-02 05:53:00, Register Claim,48521,-8394059200801774618,41.0,0.0,41.0,0.0
11,2020-01-03 00:06:00,2020-01-03 00:12:00, Analyze Claim,16061,-8394059200801774618,6.0,1134.0,1140.0,1093.0
11,2020-01-03 00:20:00,2020-01-03 00:22:00, Assess Claim,55607,-8394059200801774618,2.0,1148.0,1150.0,8.0
11,2020-01-03 13:07:00,2020-01-03 13:31:00, Finalize Assessment,18081,-8394059200801774618,24.0,1915.0,1939.0,765.0
11,2020-01-03 14:21:00,2020-01-03 14:31:00, Amend Assessment,31535,-8394059200801774618,10.0,1989.0,1999.0,50.0
11,2020-01-03 19:24:00,2020-01-03 19:57:00, Finalize Assessment,18081,-8394059200801774618,33.0,2292.0,2325.0,293.0
110,2020-01-13 23:33:00,2020-01-13 23:39:00, Register Claim,48521,2157744074012806587,6.0,0.0,6.0,0.0
110,2020-01-14 14:07:00,2020-01-14 14:13:00, Analyze Claim,16061,2157744074012806587,6.0,874.0,880.0,868.0
110,2020-01-14 14:17:00,2020-01-14 14:19:00, Assess Claim,55607,2157744074012806587,2.0,884.0,886.0,4.0
110,2020-01-17 02:02:00,2020-01-17 02:33:00, Finalize Assessment,18081,2157744074012806587,31.0,4469.0,4500.0,3583.0
110,2020-01-17 18:22:00,2020-01-17 18:46:00, Request Customer Info,27871,2157744074012806587,24.0,5449.0,5473.0,949.0
110,2020-01-18 23:35:00,2020-01-19 00:00:00, Finalize Assessment,18081,2157744074012806587,25.0,7202.0,7227.0,1729.0
110,2020-01-20 04:19:00,2020-01-20 04:19:00, Approve Assessment,14038,2157744074012806587,0.0,8926.0,8926.0,1699.0
110,2020-01-21 11:28:00,2020-01-21 18:14:00, Prepare Claim Settlement,31020,2157744074012806587,406.0,10795.0,11201.0,1869.0
110,2020-01-24 14:18:00,2020-01-24 14:19:00, Approve Claim Settlement,30076,2157744074012806587,1.0,15285.0,15286.0,4084.0
110,2020-01-27 07:45:00,2020-01-27 07:45:00, Execute Claim Settlement,51195,2157744074012806587,0.0,19212.0,19212.0,3926.0
1104,2020-06-09 09:35:00,2020-06-09 10:32:00, Register Claim,48521,6262482030788783190,57.0,0.0,57.0,0.0
1104,2020-06-10 06:57:00,2020-06-10 07:03:00, Analyze Claim,16061,6262482030788783190,6.0,1282.0,1288.0,1225.0
111,2020-01-13 23:51:00,2020-01-14 00:11:00, Register Claim,48521,1331063371411158447,20.0,0.0,20.0,0.0
111,2020-01-14 22:11:00,2020-01-14 22:18:00, Analyze Claim,16061,1331063371411158447,7.0,1340.0,1347.0,1320.0
111,2020-01-14 22:23:00,2020-01-14 22:24:00, Assess Claim,55607,1331063371411158447,1.0,1352.0,1353.0,5.0
111,2020-01-17 03:44:00,2020-01-17 03:57:00, Finalize Assessment,18081,1331063371411158447,13.0,4553.0,4566.0,3200.0
111,2020-01-17 04:48:00,2020-01-17 04:54:00, Amend Assessment,31535,1331063371411158447,6.0,4617.0,4623.0,51.0
111,2020-01-18 00:38:00,2020-01-18 01:00:00, Finalize Assessment,18081,1331063371411158447,22.0,5807.0,5829.0,1184.0
111,2020-01-19 17:41:00,2020-01-19 17:41:00, Approve Assessment,14038,1331063371411158447,0.0,8270.0,8270.0,2441.0
111,2020-01-20 17:33:00,2020-01-21 01:29:00, Prepare Claim Settlement,31020,1331063371411158447,476.0,9702.0,10178.0,1432.0
111,2020-01-24 17:31:00,2020-01-24 17:32:00, Approve Claim Settlement,30076,1331063371411158447,1.0,15460.0,15461.0,5282.0
111,2020-01-27 08:33:00,2020-01-27 08:33:00, Execute Claim Settlement,51195,1331063371411158447,0.0,19242.0,19242.0,3781.0
1114,2020-06-10 18:28:00,2020-06-10 19:05:00, Register Claim,48521,6262482030788783190,37.0,0.0,37.0,0.0
1114,2020-06-11 10:19:00,2020-06-11 10:28:00, Analyze Claim,16061,6262482030788783190,9.0,951.0,960.0,914.0
1123,2020-06-12 14:50:00,2020-06-12 15:31:00, Register Claim,48521,1026770997902703327,41.0,0.0,41.0,0.0
1123,2020-06-13 00:58:00,2020-06-13 01:05:00, Analyze Claim,16061,1026770997902703327,7.0,608.0,615.0,567.0
1123,2020-06-13 01:12:00,2020-06-13 01:14:00, Assess Claim,55607,1026770997902703327,2.0,622.0,624.0,7.0
1123,2020-06-21 23:57:00,2020-06-22 00:38:00, Finalize Assessment,18081,1026770997902703327,41.0,13507.0,13548.0,12883.0
1144,2020-06-16 00:39:00,2020-06-16 01:03:00, Register Claim,48521,6360821293776510000,24.0,0.0,24.0,0.0
1144,2020-06-16 01:58:00,2020-06-16 02:09:00, Quick Assessment,41677,6360821293776510000,11.0,79.0,90.0,55.0
1144,2020-06-28 16:28:00,2020-06-28 16:48:00, Finalize Assessment,18081,6360821293776510000,20.0,18229.0,18249.0,18139.0
1146,2020-06-16 07:19:00,2020-06-16 07:56:00, Register Claim,48521,790337521760341813,37.0,0.0,37.0,0.0
1146,2020-06-16 13:23:00,2020-06-16 13:33:00, Quick Assessment,41677,790337521760341813,10.0,364.0,374.0,327.0
1146,2020-06-21 16:36:00,2020-06-21 16:57:00, Finalize Assessment,18081,790337521760341813,21.0,7757.0,7778.0,7383.0
1146,2020-06-22 07:27:00,2020-06-22 07:27:00, Approve Assessment,14038,790337521760341813,0.0,8648.0,8648.0,870.0
1146,2020-06-22 13:19:00,2020-06-22 19:24:00, Prepare Claim Settlement,31020,790337521760341813,365.0,9000.0,9365.0,352.0
1146,2020-06-28 05:37:00,2020-06-28 05:38:00, Approve Claim Settlement,30076,790337521760341813,1.0,17178.0,17179.0,7813.0
1146,2020-06-28 16:50:00,2020-06-28 16:50:00, Execute Claim Settlement,51195,790337521760341813,0.0,17851.0,17851.0,672.0
115,2020-01-14 17:40:00,2020-01-14 18:16:00, Register Claim,48521,790337521760341813,36.0,0.0,36.0,0.0
115,2020-01-14 22:17:00,2020-01-14 22:28:00, Quick Assessment,41677,790337521760341813,11.0,277.0,288.0,241.0
115,2020-01-17 00:33:00,2020-01-17 00:41:00, Finalize Assessment,18081,790337521760341813,8.0,3293.0,3301.0,3005.0
115,2020-01-18 02:50:00,2020-01-18 02:50:00, Approve Assessment,14038,790337521760341813,0.0,4870.0,4870.0,1569.0
115,2020-01-18 06:31:00,2020-01-18 17:11:00, Prepare Claim Settlement,31020,790337521760341813,640.0,5091.0,5731.0,221.0
115,2020-01-23 06:40:00,2020-01-23 06:41:00, Approve Claim Settlement,30076,790337521760341813,1.0,12300.0,12301.0,6569.0
115,2020-01-24 06:59:00,2020-01-24 06:59:00, Execute Claim Settlement,51195,790337521760341813,0.0,13759.0,13759.0,1458.0
1151,2020-06-17 01:38:00,2020-06-17 02:32:00, Register Claim,48521,1026770997902703327,54.0,0.0,54.0,0.0
1151,2020-06-17 20:21:00,2020-06-17 20:26:00, Analyze Claim,16061,1026770997902703327,5.0,1123.0,1128.0,1069.0
1151,2020-06-17 20:30:00,2020-06-17 20:31:00, Assess Claim,55607,1026770997902703327,1.0,1132.0,1133.0,4.0
1151,2020-06-17 23:59:00,2020-06-18 00:16:00, Finalize Assessment,18081,1026770997902703327,17.0,1341.0,1358.0,208.0
1153,2020-06-17 08:26:00,2020-06-17 09:01:00, Register Claim,48521,6262482030788783190,35.0,0.0,35.0,0.0
1153,2020-06-17 23:09:00,2020-06-17 23:14:00, Analyze Claim,16061,6262482030788783190,5.0,883.0,888.0,848.0
1158,2020-06-17 18:09:00,2020-06-17 18:30:00, Register Claim,48521,1026770997902703327,21.0,0.0,21.0,0.0
1158,2020-06-18 12:40:00,2020-06-18 12:48:00, Analyze Claim,16061,1026770997902703327,8.0,1111.0,1119.0,1090.0
1158,2020-06-18 12:56:00,2020-06-18 12:58:00, Assess Claim,55607,1026770997902703327,2.0,1127.0,1129.0,8.0
1158,2020-06-22 00:38:00,2020-06-22 01:21:00, Finalize Assessment,18081,1026770997902703327,43.0,6149.0,6192.0,5020.0
117,2020-01-14 19:56:00,2020-01-14 20:07:00, Register Claim,48521,-4150520213904920007,11.0,0.0,11.0,0.0
117,2020-01-15 15:15:00,2020-01-15 15:21:00, Analyze Claim,16061,-4150520213904920007,6.0,1159.0,1165.0,1148.0
117,2020-01-15 15:25:00,2020-01-15 15:27:00, Assess Claim,55607,-4150520213904920007,2.0,1169.0,1171.0,4.0
117,2020-01-17 00:41:00,2020-01-17 01:11:00, Finalize Assessment,18081,-4150520213904920007,30.0,3165.0,3195.0,1994.0
117,2020-01-17 15:34:00,2020-01-17 15:34:00, Approve Assessment,14038,-4150520213904920007,0.0,4058.0,4058.0,863.0
117,2020-01-17 19:59:00,2020-01-18 09:34:00, Prepare Claim Settlement,31020,-4150520213904920007,815.0,4323.0,5138.0,265.0
117,2020-01-22 13:29:00,2020-01-22 13:30:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,11133.0,11134.0,5995.0
117,2020-01-23 21:23:00,2020-01-23 21:23:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,13047.0,13047.0,1913.0
1177,2020-06-20 02:33:00,2020-06-20 03:29:00, Register Claim,48521,790337521760341813,56.0,0.0,56.0,0.0
1177,2020-06-20 06:16:00,2020-06-20 06:28:00, Quick Assessment,41677,790337521760341813,12.0,223.0,235.0,167.0
1177,2020-06-24 16:11:00,2020-06-24 16:45:00, Finalize Assessment,18081,790337521760341813,34.0,6578.0,6612.0,6343.0
1177,2020-06-25 08:41:00,2020-06-25 08:41:00, Approve Assessment,14038,790337521760341813,0.0,7568.0,7568.0,956.0
1177,2020-06-25 13:59:00,2020-06-25 22:52:00, Prepare Claim Settlement,31020,790337521760341813,533.0,7886.0,8419.0,318.0
1177,2020-06-29 18:25:00,2020-06-29 18:26:00, Approve Claim Settlement,30076,790337521760341813,1.0,13912.0,13913.0,5493.0
1177,2020-07-03 11:35:00,2020-07-03 11:35:00, Execute Claim Settlement,51195,790337521760341813,0.0,19262.0,19262.0,5349.0
118,2020-01-15 10:31:00,2020-01-15 11:16:00, Register Claim,48521,-4150520213904920007,45.0,0.0,45.0,0.0
118,2020-01-15 21:33:00,2020-01-15 21:40:00, Analyze Claim,16061,-4150520213904920007,7.0,662.0,669.0,617.0
118,2020-01-15 21:45:00,2020-01-15 21:47:00, Assess Claim,55607,-4150520213904920007,2.0,674.0,676.0,5.0
118,2020-01-16 03:12:00,2020-01-16 03:46:00, Finalize Assessment,18081,-4150520213904920007,34.0,1001.0,1035.0,325.0
118,2020-01-17 02:26:00,2020-01-17 02:26:00, Approve Assessment,14038,-4150520213904920007,0.0,2395.0,2395.0,1360.0
118,2020-01-17 06:37:00,2020-01-17 16:00:00, Prepare Claim Settlement,31020,-4150520213904920007,563.0,2646.0,3209.0,251.0
118,2020-01-21 18:45:00,2020-01-21 18:46:00, Approve Claim Settlement,30076,-4150520213904920007,1.0,9134.0,9135.0,5925.0
118,2020-01-25 10:53:00,2020-01-25 10:53:00, Execute Claim Settlement,51195,-4150520213904920007,0.0,14422.0,14422.0,5287.0
1182,2020-06-20 18:44:00,2020-06-20 18:54:00, Register Claim,48521,6360821293776510000,10.0,0.0,10.0,0.0
1182,2020-06-20 22:51:00,2020-06-20 22:59:00, Quick Assessment,41677,6360821293776510000,8.0,247.00000000000003,255.00000000000003,237.00000000000003
1182,2020-06-28 23:27:00,2020-06-28 23:58:00, Finalize Assessment,18081,6360821293776510000,31.0,11803.0,11834.0,11548.0
1187,2020-06-21 05:10:00,2020-06-21 05:51:00, Register Claim,48521,1026770997902703327,41.0,0.0,41.0,0.0
1187,2020-06-22 03:22:00,2020-06-22 03:27:00, Analyze Claim,16061,1026770997902703327,5.0,1332.0,1337.0,1291.0
1187,2020-06-22 03:33:00,2020-06-22 03:36:00, Assess Claim,55607,1026770997902703327,3.0,1343.0,1346.0,6.0
1187,2020-06-28 14:15:00,2020-06-28 14:33:00, Finalize Assessment,18081,1026770997902703327,18.0,10625.0,10643.0,9279.0
119,2020-01-15 21:34:00,2020-01-15 22:05:00, Register Claim,48521,-4936515186537534436,31.0,0.0,31.0,0.0
119,2020-01-16 12:19:00,2020-01-16 12:25:00, Analyze Claim,16061,-4936515186537534436,6.0,885.0,891.0,854.0
119,2020-01-16 12:33:00,2020-01-16 12:36:00, Assess Claim,55607,-4936515186537534436,3.0,899.0,902.0,8.0
119,2020-01-17 02:33:00,2020-01-17 02:39:00, Finalize Assessment,18081,-4936515186537534436,6.0,1739.0,1745.0,837.0
119,2020-01-19 12:43:00,2020-01-19 12:43:00, Approve Assessment,14038,-4936515186537534436,0.0,5229.0,5229.0,3484.0
1192,2020-06-21 14:56:00,2020-06-21 15:26:00, Register Claim,48521,4730991181660593603,30.0,0.0,30.0,0.0
1192,2020-06-22 11:14:00,2020-06-22 11:18:00, Analyze Claim,16061,4730991181660593603,4.0,1218.0,1222.0,1188.0
1192,2020-06-22 23:01:00,2020-06-22 23:25:00, Amend Claim,16053,4730991181660593603,24.0,1925.0,1949.0,703.0
1192,2020-06-23 23:46:00,2020-06-23 23:54:00, Analyze Claim,16061,4730991181660593603,8.0,3410.0,3418.0,1461.0
1197,2020-06-21 21:55:00,2020-06-21 22:29:00, Register Claim,48521,6262482030788783190,34.0,0.0,34.0,0.0
1197,2020-06-22 11:29:00,2020-06-22 11:33:00, Analyze Claim,16061,6262482030788783190,4.0,814.0,818.0,780.0
